node_id,osm_id,lon,lat,odbc,od_eff_loss,lscc_loss,td_loss,reachable_demand_share,odbc_rank,odbc_pct,od_eff_rank,od_eff_pct,lscc_rank,lscc_pct,td_rank,td_pct
1127,1651827742,114.1909464,22.3152832,0.004817823138542091,0.0010492348173830083,0.0012953367875647315,0.005247002038634982,0.998388567550876,1215,0.2994806693594922,931,0.4633583381419504,577,0.5744373918061165,682,0.6070398153491056
1128,1651827744,114.1886538,22.3153391,0.02439032539562722,0.004428936649656507,0.0012953367875647315,0.012886136213323175,0.9963469121369277,455,0.7380265435660704,331,0.8095787651471437,577,0.5744373918061165,350,0.7986151182919792
1129,1651827748,114.1875198,22.3163333,0.025825950618563697,0.004130543530238272,0.0006476683937823658,0.01683936659228278,0.9949747265921955,414,0.7616849394114252,357,0.7945758799769186,901,0.2951529140219273,280,0.8390075014425851
1130,1651827750,114.1864208,22.3163032,0.016287503403596013,0.0021245733141084353,0.0012953367875647315,0.00938724283489737,0.9970923033538437,700,0.5966532025389498,626,0.6393537218695903,577,0.5744373918061165,467,0.7311021350259665
1131,1651827752,114.1896496,22.3163872,0.010846074411664764,0.003860023410266413,0.0006476683937823658,0.012414566419251958,0.9964289062380646,908,0.4766301211771495,376,0.7836122331217542,901,0.2951529140219273,363,0.7911136757068667
1132,1651827755,114.1894149,22.3165802,0.0004194203058385061,0.00025803454778685096,0.0,0.0012918504205497597,0.9995805796941611,1545,0.1090594345066359,1331,0.23254472013848818,1545,0.054818234275822275,1172,0.3242931332948644
1133,1651827803,114.1876219,22.3190944,0.04036047725463955,0.0036088905018309,0.002590673575129463,0.01159335684157789,0.9981732530217902,166,0.9047893825735719,398,0.7709174841315638,244,0.823139065204847,379,0.7818811309867282
1134,1651827805,114.192467,22.3192057,0.009019617854991172,0.004490159357561751,0.0032383419689119533,0.017627000551986714,0.9945844790162331,988,0.4301788805539527,327,0.811598384304674,170,0.8814195037507213,265,0.8473744950952106
1135,1651827808,114.1923746,22.3192761,0.012580735541137625,0.0021754582570321468,0.0032383419689119533,0.003989508466889726,0.999903373174701,826,0.5239469128678592,618,0.6439699942296595,170,0.8814195037507213,788,0.5458742065781881
1136,1651827809,114.1941813,22.3193311,0.00664798326429493,0.005298586227782931,0.0006476683937823658,0.020476357143981928,0.993352016735705,1108,0.36093479515291405,264,0.8482400461627236,901,0.2951529140219273,229,0.8681477207155223
1137,1651827817,114.1864133,22.319518,0.024129108279605925,0.00700071712196327,0.004533678756476684,0.028028419104176652,0.9912482502395382,467,0.7311021350259665,176,0.8990190421234853,76,0.9434506635891518,151,0.9134448932487017
1138,1651827820,114.1869571,22.3195208,0.015541518426557184,0.006541590891859762,0.002590673575129463,0.042645139787384656,0.9862971053607029,729,0.5799192152336988,186,0.8932487016733988,244,0.823139065204847,71,0.9596076168493941
1139,1651827822,114.1939377,22.3194362,0.00664798326429493,0.0048772967299404,0.0006476683937823658,0.020476357143981928,0.993352016735705,1108,0.36093479515291405,293,0.8315060588574726,901,0.2951529140219273,229,0.8681477207155223
1140,1651827823,114.1940453,22.3196511,0.00717118372756371,0.00510667123637458,0.0012953367875647315,0.022087859327106576,0.992828816272436,1081,0.376803231390652,280,0.8390075014425851,577,0.5744373918061165,213,0.877668782458165
1141,1651827825,114.1944079,22.3197957,0.014675855488737746,0.011491285914510084,0.004533678756476684,0.04520289032537618,0.985324144511262,761,0.5614541257934218,84,0.9521061742642816,76,0.9434506635891518,62,0.964800923254472
1142,1651827826,114.1941661,22.3198985,0.012586704711330427,0.00981581573094332,0.004533678756476684,0.03876812721825878,0.9874132952886694,824,0.5251009809578765,102,0.9417195614541258,76,0.9434506635891518,92,0.9474899019042123
1143,1651827828,114.1875121,22.3200669,0.04188114616560031,0.0057505665018270265,0.002590673575129463,0.010128136841776795,0.9990589240035882,143,0.9180611656087709,235,0.8649740334679746,244,0.823139065204847,435,0.7495672244662435
1144,1651827839,114.1932385,22.3204462,0.019625022183374596,0.00047089674024463544,0.0006476683937823658,0.000529519347590276,1.0,595,0.65666474321985,1207,0.3040969417195615,901,0.2951529140219273,1391,0.19792267743796885
