link_id,from_node,to_node,u_osm,v_osm,edge_key,osm_way,name,highway,oneway,length_m,lanes,maxspeed,ref,access,bridge,tunnel,geometry
1216,728,722,1172166382,1172166339,0,706225987;946831549,海泓道 Hoi Wang Road,tertiary,True,34.509,4,,,,,,"LINESTRING (114.164734 22.312668, 114.164765 22.312526, 114.1648 22.312364)"
1217,729,726,1172166386,1172166366,0,492422296;888415719,海泓道 Hoi Wang Road,tertiary,True,24.208,3,,,,,,"LINESTRING (114.16466 22.312429, 114.164647 22.312508, 114.164622 22.312644)"
1218,730,814,1172757415,1185400587,0,102640468,彌敦道 Nathan Road,secondary,True,11.01,3,,,,,,"LINESTRING (114.171384 22.308499, 114.171391 22.3084)"
1219,730,968,1172757415,1625210019,0,102640460,加士居道 Gascoigne Road,secondary,True,86.761,1,,,,,,"LINESTRING (114.171384 22.308499, 114.1715 22.308507, 114.171724 22.308523, 114.171812 22.308523, 114.17189 22.308504, 114.171965 22.308475, 114.172041 22.308439, 114.172111 22.308396, 114.172175 22.308348)"
1220,731,1119,1172757469,1649048966,0,1047599017;1047599018;771547293,都會道 Metropolis Drive,tertiary,True,37.951,2,,,,viaduct,,"LINESTRING (114.183178 22.302146, 114.183116 22.302032, 114.183076 22.301988, 114.183052 22.301978, 114.18302 22.301974, 114.182997 22.301971, 114.182967 22.301971, 114.182911 22.30198)"
1221,732,738,1172757532,1172757812,0,101558246,萬安街 Man On Street,residential,True,103.13000000000001,,,,,,,"LINESTRING (114.161399 22.32321, 114.161386 22.324092, 114.161386 22.324138)"
1222,733,216,1172757541,384147522,0,101558278,紅磡繞道 Hung Hom Bypass,primary_link,True,9.778,2,,,,yes,,"LINESTRING (114.184164 22.302222, 114.18408 22.302181)"
1223,733,744,1172757541,1172757984,0,101558249;1237546161,紅磡繞道 Hung Hom Bypass,primary_link,True,28.014,1,50,,,yes,,"LINESTRING (114.184164 22.302222, 114.184218 22.302184, 114.184249 22.302159, 114.184279 22.302132, 114.184316 22.302088, 114.18435 22.302041)"
1224,734,115,1172757683,332227469,0,101558271,大角咀道 Tai Kok Tsui Road,tertiary,True,125.14900000000002,2,,,,,,"LINESTRING (114.162046 22.320472, 114.162058 22.320315, 114.162072 22.320211, 114.162082 22.32016, 114.162146 22.319874, 114.162163 22.319815, 114.162185 22.319759, 114.162241 22.319614, 114.162247 22.319598, 114.162272 22.319548, 114.162308 22.319494, 114.162384 22.319411)"
1225,734,1035,1172757683,1640472868,0,250785631,晏架街 Anchor Street,tertiary,True,50.25,1,,,,,,"LINESTRING (114.162046 22.320472, 114.162497 22.320395, 114.162526 22.32039)"
1226,735,800,1172757712,1183787459,0,102506141,眾坊街 Public Square Street,residential,False,33.757000000000005,2,,,,,,"LINESTRING (114.171555 22.310329, 114.171334 22.310292, 114.171232 22.310279)"
1227,736,745,1172757772,1172757991,0,101558262,紅磡繞道 Hung Hom Bypass,primary_link,True,24.305,1,50,,,yes,,"LINESTRING (114.184067 22.30201, 114.184033 22.302051, 114.184018 22.302074, 114.183922 22.302182)"
1228,736,216,1172757772,384147522,0,1166188344,紅磡繞道 Hung Hom Bypass,primary_link,True,19.213,2,50,,,yes,,"LINESTRING (114.184067 22.30201, 114.184082 22.302079, 114.184079 22.302107, 114.18408 22.302181)"
1229,737,1018,1172757801,1636768934,0,102506130,彌敦道 Nathan Road,primary,True,103.83800000000001,3,,,,,,"LINESTRING (114.171017 22.310922, 114.170958 22.31122, 114.170934 22.311342, 114.170924 22.311396, 114.170909 22.31147, 114.170898 22.311525, 114.170896 22.311538, 114.170863 22.311705, 114.170853 22.311752, 114.170835 22.31184)"
1230,738,1643,1172757812,10256441404,0,101558248,福利街 Fuk Lee Street,residential,False,18.773,2,,,,,,"LINESTRING (114.161386 22.324138, 114.161568 22.324137)"
1231,738,1050,1172757812,1640472919,0,101558302,福利街 Fuk Lee Street,residential,False,41.464,2,,,,,,"LINESTRING (114.161386 22.324138, 114.160983 22.32414)"
1232,739,1045,1172757887,1640472897,0,151226289,中匯街 Chung Wui Street,residential,False,38.701,2,,,,,,"LINESTRING (114.159975 22.322505, 114.160291 22.322509, 114.160351 22.32251)"
1233,740,1079,1172757924,1642184439,0,151396668,溫思勞街 Winslow Street,secondary,True,127.91900000000001,2,,,,,,"LINESTRING (114.1834 22.306018, 114.183506 22.30615, 114.183526 22.306182, 114.183539 22.306216, 114.183544 22.306251, 114.183545 22.306289, 114.183539 22.306325, 114.183525 22.306359, 114.183506 22.306391, 114.183481 22.30642, 114.183433 22.306454, 114.183328 22.306516, 114.182941 22.306744, 114.182902 22.306766, 114.182861 22.306806)"
1234,741,218,1172757927,384148134,0,757842002;1207333540;1207333542,紅磡繞道 Hung Hom Bypass,primary,True,148.47,2;3,50,,,yes,,"LINESTRING (114.184276 22.303731, 114.184291 22.303586, 114.184298 22.303501, 114.184313 22.303311, 114.184323 22.303181, 114.184334 22.303045, 114.184338 22.302473, 114.184338 22.302398)"
1235,741,1697,1172757927,12820434399,0,33613816;888170978;1237546163,紅磡繞道 Hung Hom Bypass,primary_link,True,482.68800000000005,1,50,,,viaduct;yes,,"LINESTRING (114.184276 22.303731, 114.184325 22.303602, 114.184351 22.303504, 114.184396 22.303314, 114.184422 22.303173, 114.184436 22.303061, 114.18444 22.301786, 114.184442 22.301739, 114.184446 22.301692, 114.184452 22.301654, 114.184463 22.301614, 114.184476 22.301574, 114.184495 22.301535, 114.184514 22.301502, 114.184538 22.301465, 114.184565 22.301433, 114.184596 22.301401, 114.184631 22.301372, 114.184667 22.301346, 114.184703 22.301325, 114.184742 22.301307, 114.184784 22.30129, 114.184827 22.301277, 114.184872 22.301268, 114.184917 22.301264, 114.18496 22.301262, 114.185004 22.301264, 114.185045 22.30127, 114.185086 22.301278, 114.18513 22.301292, 114.185171 22.301307, 114.185211 22.301325, 114.185317 22.301386, 114.185456 22.301475, 114.185543 22.301537, 114.185634 22.301607, 114.185706 22.301667, 114.18579 22.301742, 114.185839 22.301786, 114.185906 22.30185, 114.186223 22.30219, 114.186268 22.302229)"
1236,742,746,1172757980,1172757994,0,151226328,大角咀道 Tai Kok Tsui Road,tertiary,True,62.553000000000004,2,,,,,,"LINESTRING (114.161925 22.321967, 114.161918 22.322414, 114.161917 22.32253)"
1237,743,737,1172757982,1172757801,0,102506135,永星里 Wing Sing Lane,tertiary,True,47.088,2,,,,,,"LINESTRING (114.17057 22.310834, 114.170933 22.310896, 114.170994 22.310912, 114.171011 22.310917, 114.171017 22.310922)"
1238,744,31,1172757984,276169638,0,85404143;441937739;891843003;1384347583,紅磡繞道 Hung Hom Bypass,primary_link,True,427.50499999999994,2;1,50,,,yes,,"LINESTRING (114.18435 22.302041, 114.184354 22.301955, 114.184353 22.301643, 114.184348 22.301514, 114.184344 22.301419, 114.184338 22.301349, 114.184332 22.301288, 114.184324 22.301212, 114.184315 22.301146, 114.184299 22.301056, 114.184283 22.300971, 114.184255 22.30085, 114.184232 22.300758, 114.184208 22.30068, 114.184178 22.300595, 114.184152 22.300528, 114.184118 22.300457, 114.184083 22.300391, 114.184042 22.300326, 114.183992 22.300254, 114.183943 22.300192, 114.183891 22.300136, 114.183839 22.300084, 114.183781 22.300033, 114.183723 22.299986, 114.18367 22.299948, 114.183607 22.299907, 114.183542 22.29987, 114.183494 22.299845, 114.183436 22.299817, 114.18338 22.299793, 114.183306 22.299764, 114.183207 22.299728, 114.182912 22.299626, 114.182623 22.299523, 114.182493 22.299477, 114.182342 22.299438, 114.182092 22.299399)"
1239,745,731,1172757991,1172757469,0,908591602;101558259,都會道 Metropolis Drive,tertiary,True,76.714,2,,,,viaduct,,"LINESTRING (114.183922 22.302182, 114.183318 22.302162, 114.183247 22.302158, 114.183237 22.302158, 114.183222 22.302155, 114.183178 22.302146)"
1240,746,1047,1172757994,1640472899,0,101558298,中匯街 Chung Wui Street,residential,True,93.582,1,,,,,,"LINESTRING (114.161917 22.32253, 114.161007 22.322518)"
1241,746,750,1172757994,1172758045,0,151226328;494490049;1121332950,大角咀道 Tai Kok Tsui Road,tertiary,True,176.67800000000003,2,,,,,,"LINESTRING (114.161917 22.32253, 114.161902 22.322872, 114.161889 22.323152, 114.161886 22.323216, 114.161883 22.323339, 114.161878 22.323586, 114.161868 22.323968, 114.161868 22.323998, 114.161865 22.324118)"
1242,747,380,1172758011,582593262,0,254006793;1305278485;1095134827;1095134829,康莊道 Hong Chong Road,trunk_link,True,105.223,1,50,,,,,"LINESTRING (114.181084 22.306179, 114.180986 22.306234, 114.18091 22.306268, 114.180862 22.306284, 114.180803 22.306296, 114.180729 22.306305, 114.18067 22.306308, 114.180608 22.306304, 114.180451 22.306268, 114.180309 22.306191, 114.180142 22.306107)"
1243,747,392,1172758011,582596651,0,1095134798;1095134828;1095134830;101558286,康莊道 Hong Chong Road,trunk_link,True,121.023,1,50,,,,,"LINESTRING (114.181084 22.306179, 114.181012 22.306244, 114.180939 22.306311, 114.180905 22.306341, 114.180845 22.306394, 114.180825 22.306412, 114.180804 22.306435, 114.180786 22.306463, 114.180768 22.306498, 114.180758 22.306526, 114.180752 22.306553, 114.18075 22.306583, 114.180753 22.306614, 114.180762 22.306642, 114.180772 22.306665, 114.180789 22.306691, 114.180809 22.306713, 114.180833 22.306732, 114.180859 22.306748, 114.180888 22.30676, 114.180923 22.306769, 114.180957 22.306772, 114.180993 22.30677, 114.181026 22.306763, 114.181054 22.306753, 114.181085 22.306736, 114.181114 22.306718, 114.181137 22.306703, 114.181208 22.306649)"
1244,748,1038,1172758015,1640472874,0,151226309,利得街 Li Tak Street,residential,True,161.463,1,,,,,,"LINESTRING (114.16194 22.320925, 114.16037 22.32091)"
1245,748,742,1172758015,1172757980,0,151226328,大角咀道 Tai Kok Tsui Road,tertiary,True,115.932,2,,,,,,"LINESTRING (114.16194 22.320925, 114.161934 22.321398, 114.161934 22.321423, 114.161927 22.32179, 114.161925 22.321967)"
1246,750,1642,1172758045,10256441400,0,1537015263,大角咀道 Tai Kok Tsui Road,tertiary,True,5.494,2,,,,,,"LINESTRING (114.161865 22.324118, 114.161864 22.324167)"
1247,750,1643,1172758045,10256441404,0,1121332943,福利街 Fuk Lee Street,residential,True,30.645000000000003,1,,,,,,"LINESTRING (114.161865 22.324118, 114.161786 22.324116, 114.161762 22.324116, 114.161568 22.324137)"
1248,752,761,1178971321,1178971367,0,1133373507;1133373518;102149744;102149747;909700063,,trunk_link,True,190.68099999999998,1,,,,yes,,"LINESTRING (114.164995 22.322726, 114.165146 22.322634, 114.165203 22.3226, 114.165229 22.322584, 114.165292 22.322521, 114.165352 22.322453, 114.165397 22.322377, 114.165434 22.322297, 114.165461 22.322214, 114.165526 22.32194, 114.165612 22.321445, 114.165628 22.321369, 114.165662 22.321283, 114.165694 22.321219)"
1249,752,1283,1178971321,4501979659,0,30150788;30150187;1133373515;1133373516;1133373519,渡船街 Ferry Street;西九龍走廊 West Kowloon Corridor,trunk,True,878.9700000000001,2,70,5,,viaduct,,"LINESTRING (114.164995 22.322726, 114.165112 22.322613, 114.165159 22.322565, 114.165185 22.322536, 114.165222 22.322487, 114.165282 22.322404, 114.165317 22.322342, 114.165347 22.322279, 114.165372 22.322214, 114.165392 22.322147, 114.165575 22.321354, 114.165713 22.320746, 114.165834 22.32016, 114.166022 22.319189, 114.166131 22.318673, 114.16631 22.317707, 114.166427 22.317076, 114.16661 22.316028, 114.166771 22.315153, 114.166787 22.315056)"
1250,753,757,1178971331,1178971355,0,102149734,雅蘭里 Arran Lane,residential,True,110.926,,,,,,,"LINESTRING (114.16588 22.322513, 114.166084 22.321534)"
1251,753,141,1178971331,332243007,0,783793803,鴉蘭街 Arran Street,tertiary,True,44.345,2,,,,,,"LINESTRING (114.16588 22.322513, 114.165456 22.322438)"
1252,754,755,1178971336,1178971337,0,102149745,水渠道 Nullah Road,residential,True,68.35499999999999,1,30,,,,,"LINESTRING (114.16967 22.323706, 114.169568 22.323609, 114.169536 22.323579, 114.169299 22.323352, 114.169272 22.323326, 114.169208 22.323265)"
1253,756,138,1178971339,332242579,0,102149730,上海街 Shanghai Street,secondary,True,18.461,2,,,,,,"LINESTRING (114.167257 22.323433, 114.167286 22.323269)"
1254,756,759,1178971339,1178971359,0,263839878,荔枝角道 Lai Chi Kok Road,primary,True,95.22200000000001,2,,,,,,"LINESTRING (114.167257 22.323433, 114.167506 22.323244, 114.167546 22.323214, 114.167674 22.323105, 114.167739 22.323048, 114.167856 22.322959, 114.167967 22.322884)"
1255,757,151,1178971355,332251254,0,30151046,弼街 Bute Street,tertiary,True,156.202,2,,,,,,"LINESTRING (114.166084 22.321534, 114.166632 22.321632, 114.16709 22.321714, 114.167439 22.321777, 114.167474 22.321783, 114.167574 22.321801)"
1256,758,655,1178971357,1161863736,0,102149739,太子道西 Prince Edward Road West,primary,True,16.892,3,,,,,,"LINESTRING (114.166917 22.323692, 114.166842 22.32368, 114.166756 22.323663)"
1257,758,756,1178971357,1178971339,0,102149746,荔枝角道 Lai Chi Kok Road,primary,True,45.379,3,,,,,,"LINESTRING (114.166917 22.323692, 114.166973 22.323651, 114.166989 22.323638, 114.167036 22.323602, 114.167231 22.323452, 114.167257 22.323433)"
1258,759,597,1178971359,1151084843,0,30658235,荔枝角道 Lai Chi Kok Road,primary,True,81.055,3,,,,,,"LINESTRING (114.167967 22.322884, 114.168103 22.322799, 114.168276 22.322713, 114.168448 22.32263, 114.168489 22.322609, 114.168657 22.322535)"
1259,760,758,1178971361,1178971357,0,102149749,荔枝角道 Lai Chi Kok Road,primary,True,16.652,3,,,,,,"LINESTRING (114.166794 22.32379, 114.166917 22.323692)"
1260,760,666,1178971361,1161864158,0,102149751;1065131403;746293599,太子道西 Prince Edward Road West,secondary,True,107.865,2,,,,,,"LINESTRING (114.166794 22.32379, 114.167001 22.323832, 114.167065 22.323843, 114.167358 22.32389, 114.167649 22.323944, 114.16769 22.323955, 114.167728 22.323975, 114.167747 22.323994, 114.167757 22.32402, 114.167757 22.324051)"
1261,761,149,1178971367,332251063,0,1133373512;1133373513,塘尾道 Tong Mi Road,primary,True,113.136,2;3,,,,,,"LINESTRING (114.165694 22.321219, 114.16574 22.32095, 114.165762 22.320861, 114.16582 22.320592, 114.165841 22.320462, 114.16585 22.320421, 114.165889 22.320218)"
1262,762,751,1178971377,1178971320,0,746310432;102149729;746310431,水渠道 Nullah Road,residential,True,69.35999999999999,2,,,,,,"LINESTRING (114.168702 22.322921, 114.168721 22.322904, 114.168744 22.322894, 114.168752 22.322892, 114.168769 22.322889, 114.168795 22.322892, 114.168819 22.322901, 114.168839 22.322916, 114.169032 22.323097, 114.169052 22.323113, 114.169075 22.323124, 114.1691 22.32313, 114.169127 22.323131, 114.169152 22.323127, 114.169176 22.323117, 114.169198 22.323103, 114.169215 22.323085, 114.169228 22.323055)"
1263,762,112,1178971377,331269944,0,1159878034,彌敦道 Nathan Road,primary,True,49.533,3,,,,,,"LINESTRING (114.168702 22.322921, 114.16872 22.322823, 114.168732 22.322766, 114.168786 22.322482)"
1264,763,778,1178971380,1181846009,0,470156185,荔枝角道 Lai Chi Kok Road,primary,True,54.67,4,,,,,,"LINESTRING (114.165275 22.324841, 114.1651 22.324975, 114.165066 22.325001, 114.164872 22.325161)"
1265,764,759,1179001818,1178971359,0,51189705,砵蘭街 Portland Street,residential,True,108.561,1,,,,,,"LINESTRING (114.16778 22.323845, 114.167798 22.323749, 114.167803 22.32372, 114.167941 22.323045, 114.167952 22.322979, 114.167967 22.322884)"
1266,764,758,1179001818,1178971357,0,102153172,太子道西 Prince Edward Road West,primary,True,90.39699999999999,3,,,,,,"LINESTRING (114.16778 22.323845, 114.16772 22.323834, 114.167665 22.323825, 114.167102 22.323729, 114.167055 22.32372, 114.166917 22.323692)"
1267,765,595,1179001823,1151084826,0,102153170,運動場道 Playing Field Road,tertiary,True,62.687,2,,,,,,"LINESTRING (114.167528 22.325012, 114.16764 22.325035, 114.168054 22.325112, 114.168081 22.325117, 114.168125 22.325125)"
1268,765,1054,1179001823,1641766299,0,102283602;746293676,砵蘭街 Portland Street,secondary,True,48.63100000000001,2,,,,,,"LINESTRING (114.167528 22.325012, 114.16752 22.325045, 114.167466 22.325267, 114.167428 22.325314, 114.167329 22.325388)"
1269,766,763,1179010012,1178971380,0,736516641;996069450;996069451;100507084;996069456;996069460,荔枝角道 Lai Chi Kok Road;太子道西 Prince Edward Road West;太子道西天橋 Prince Edward Road West Flyover,primary,True,756.891,2,,,,viaduct,,"LINESTRING (114.172151 22.32462, 114.172105 22.324629, 114.171918 22.324636, 114.17128 22.324531, 114.170244 22.324359, 114.16838 22.324031, 114.167636 22.323862, 114.167215 22.323785, 114.167108 22.323768, 114.166999 22.323764, 114.166891 22.323773, 114.166785 22.323796, 114.16671 22.323821, 114.166683 22.323831, 114.166587 22.323879, 114.166499 22.323938, 114.165907 22.324406, 114.165482 22.324734, 114.165275 22.324841)"
1270,766,1230,1179010012,2639744183,0,485779593;1208213587;996069459,太子道西 Prince Edward Road West,primary,True,147.719,4;3,,,,,,"LINESTRING (114.172151 22.32462, 114.172086 22.324601, 114.17194 22.324558, 114.171804 22.324532, 114.171488 22.32447, 114.170882 22.324375, 114.170826 22.324365, 114.170746 22.324352)"
1271,767,390,1180356947,582596632,0,1095134808;1095134817;528507295,公主道 Princess Margaret Road,trunk,True,143.99200000000002,3,70,1,,,,"LINESTRING (114.178172 22.310392, 114.178318 22.310155, 114.178398 22.310026, 114.178694 22.309531, 114.178874 22.309272)"
1272,768,767,1180356949,1180356947,0,822887090;102255082;822887091;453782079,治民街 Chi Man Street,residential,True,246.48200000000003,1,,,,,,"LINESTRING (114.176884 22.312085, 114.176975 22.312021, 114.177041 22.311975, 114.177149 22.311889, 114.17799 22.311067, 114.17822 22.310845, 114.178238 22.3108, 114.178244 22.310764, 114.178245 22.310721, 114.178223 22.310605, 114.178203 22.310525, 114.178172 22.310392)"
1273,768,767,1180356949,1180356947,1,1426336585;771547540;1426337007,公主道 Princess Margaret Road,trunk,True,231.735,3,70,1,,,,"LINESTRING (114.176884 22.312085, 114.176904 22.312031, 114.176938 22.31197, 114.17698 22.311892, 114.177026 22.311816, 114.177069 22.311752, 114.177383 22.31144, 114.177589 22.311234, 114.177721 22.31108, 114.177756 22.311028, 114.177872 22.310862, 114.177958 22.310724, 114.178172 22.310392)"
1274,769,770,1180686912,1180686922,0,102279009,長沙灣道 Cheung Sha Wan Road,primary_link,True,34.819,1,,,,,,"LINESTRING (114.167294 22.32647, 114.167343 22.326499, 114.167384 22.326533, 114.167412 22.326576, 114.167427 22.326625, 114.167425 22.326679, 114.167407 22.32673)"
1275,769,211,1180686912,339054415,0,680766741,界限街 Boundary Street,primary,True,46.333,3,,,,,,"LINESTRING (114.167294 22.32647, 114.167494 22.326478, 114.16753 22.32648, 114.167637 22.326484, 114.167744 22.326489)"
1276,770,209,1180686922,339054219,0,996069426,長沙灣道 Cheung Sha Wan Road,primary,True,62.338,2,,,,,,"LINESTRING (114.167407 22.32673, 114.167026 22.327003, 114.166983 22.327034, 114.166929 22.327074)"
1277,771,1295,1180686933,4773331322,0,102279011;996080267;150771597;996069402;996069403,界限街 Boundary Street,primary,True,75.284,5,,,,,,"LINESTRING (114.171036 22.326643, 114.171276 22.326652, 114.171374 22.326654, 114.171484 22.326655, 114.171618 22.326659, 114.171767 22.326666)"
1278,772,633,1180709229,1152824573,0,1203105154,界限街 Boundary Street,primary,True,68.95,3,,,,,,"LINESTRING (114.165339 22.32639, 114.165472 22.326395, 114.165808 22.326409, 114.165841 22.32641, 114.166009 22.326417)"
1279,773,915,1180818602,1394414518,0,255223460,荔枝角道 Lai Chi Kok Road,primary,True,13.068,3,,,,,,"LINESTRING (114.159086 22.329729, 114.159183 22.329653)"
1280,773,866,1180818602,1194152567,0,288479597;712626690;712626691;103411741,欽州街 Yen Chow Street,secondary,True,174.478,3,,,,,,"LINESTRING (114.159086 22.329729, 114.159181 22.329832, 114.159425 22.330106, 114.159467 22.33015, 114.159566 22.330263, 114.159637 22.330343, 114.159732 22.330451, 114.159811 22.33054, 114.159831 22.330563, 114.159905 22.330643, 114.159951 22.330698, 114.160099 22.330875, 114.16016 22.330943)"
1281,774,263,1180818606,420027760,0,103274843,北河街 Pei Ho Street,residential,True,57.378,,30,,,,,"LINESTRING (114.160894 22.328359, 114.160954 22.328422, 114.161046 22.328496, 114.161116 22.328575, 114.161219 22.328688, 114.161267 22.328741)"
1282,774,777,1180818606,1180818612,0,485614360,荔枝角道 Lai Chi Kok Road,primary,True,117.976,4,,,,,,"LINESTRING (114.160894 22.328359, 114.160933 22.328327, 114.160971 22.328298, 114.160974 22.328296, 114.161675 22.327755, 114.16171 22.327729, 114.161774 22.327679)"
1283,775,402,1180818608,660864277,0,103274862,桂林街 Kweilin Street,residential,False,57.412000000000006,,30,,,,,"LINESTRING (114.160056 22.328999, 114.160106 22.329056, 114.160341 22.329326, 114.160407 22.329401)"
1284,775,774,1180818608,1180818606,0,485614360,荔枝角道 Lai Chi Kok Road,primary,True,111.774,4,,,,,,"LINESTRING (114.160056 22.328999, 114.16037 22.328761, 114.160529 22.328638, 114.160685 22.328518, 114.160894 22.328359)"
1285,776,778,1180818611,1181846009,0,30150338,塘尾道 Tong Mi Road,primary,True,15.345,2,,,,,,"LINESTRING (114.164854 22.325298, 114.164872 22.325161)"
1286,776,1477,1180818611,6370140272,0,1203105161;102149741,荔枝角道 Lai Chi Kok Road,primary,True,219.34099999999998,2;3,,,,,,"LINESTRING (114.164854 22.325298, 114.165013 22.325171, 114.165081 22.325117, 114.165395 22.324872, 114.165495 22.324793, 114.165561 22.32474, 114.165991 22.324407, 114.166096 22.324328, 114.166353 22.324133, 114.166396 22.3241, 114.166449 22.32406, 114.166488 22.32403)"
1287,777,789,1180818612,1181846102,0,255225441,荔枝角道 Lai Chi Kok Road,primary,True,21.717,3,,,,,,"LINESTRING (114.161774 22.327679, 114.161928 22.327544)"
1288,777,1061,1180818612,1641766386,0,1203105141;1203105142,南昌街 Nam Cheong Street,secondary,True,57.109,2;3,,,,,,"LINESTRING (114.161774 22.327679, 114.161829 22.32774, 114.162062 22.327992, 114.162134 22.32807)"
1289,778,1331,1181846009,4860691742,0,102368460,塘尾道 Tong Mi Road,primary,True,133.18900000000002,2,,,,,,"LINESTRING (114.164872 22.325161, 114.164904 22.324997, 114.164914 22.324948, 114.164943 22.3248, 114.165105 22.323982)"
1290,778,311,1181846009,493179429,0,102368465,荔枝角道 Lai Chi Kok Road,primary,True,15.796,4,,,,,,"LINESTRING (114.164872 22.325161, 114.164823 22.325192, 114.164742 22.325236)"
1291,779,683,1181846013,1166348488,0,103372422,大埔道 Tai Po Road,primary,True,17.444,2,,,,,,"LINESTRING (114.165193 22.331198, 114.165088 22.331322)"
1292,780,1060,1181846018,1641766351,0,103295894,荔枝角道 Lai Chi Kok Road,primary,True,20.903,3,,,,,,"LINESTRING (114.161848 22.327454, 114.161694 22.327578)"
1293,780,785,1181846018,1181846060,0,102368461,南昌街 Nam Cheong Street,secondary,True,63.831,3,,,,,,"LINESTRING (114.161848 22.327454, 114.1618 22.3274, 114.161532 22.327101, 114.161515 22.327082, 114.161452 22.327012)"
1294,781,276,1181846037,420027778,0,103372426,福榮街 Fuk Wing Street,residential,True,98.824,,,,,,,"LINESTRING (114.164615 22.330537, 114.165358 22.329973)"
1295,781,787,1181846037,1181846078,0,103372417;1203105132,南昌街 Nam Cheong Street,secondary,True,65.481,2;3,,,,,,"LINESTRING (114.164615 22.330537, 114.16459 22.330509, 114.164566 22.330483, 114.164422 22.330323, 114.164271 22.330156, 114.164207 22.330084)"
1296,782,206,1181846041,339054215,0,636444589,長沙灣道 Cheung Sha Wan Road,primary,True,21.353,3,,,,,,"LINESTRING (114.163731 22.329554, 114.163575 22.329681)"
1297,782,788,1181846041,1181846081,0,103274865,南昌街 Nam Cheong Street,secondary,True,60.445,3,,,,,,"LINESTRING (114.163731 22.329554, 114.16367 22.32949, 114.163354 22.329138)"
1298,783,776,1181846042,1180818611,0,1203105162;102368463,荔枝角道 Lai Chi Kok Road,primary,True,177.269,3,,,,,,"LINESTRING (114.163529 22.326317, 114.163644 22.326232, 114.164011 22.325949, 114.164042 22.325925, 114.164184 22.325815, 114.164789 22.325348, 114.164854 22.325298)"
1299,783,638,1181846042,1152824614,0,1203105163;453470454,界限街 Boundary Street,primary,True,168.355,4;3,,,,,,"LINESTRING (114.163529 22.326317, 114.163685 22.326324, 114.16399 22.326336, 114.164138 22.326342, 114.164229 22.326345, 114.164342 22.32635, 114.16454 22.326358, 114.164644 22.326362, 114.165164 22.326383)"
1300,784,262,1181846056,419752768,0,102368454,塘尾道 Tong Mi Road,primary,True,7.324,3,,,,,,"LINESTRING (114.165766 22.320168, 114.165753 22.320233)"
1301,784,1385,1181846056,5103661126,0,102368472,晏架街 Anchor Street,tertiary,True,13.406,1,,,,,,"LINESTRING (114.165766 22.320168, 114.165896 22.320177)"
1302,784,149,1181846056,332251063,0,1544376584,晏架街 Anchor Street,tertiary,True,13.747,1,,,,,,"LINESTRING (114.165766 22.320168, 114.165889 22.320218)"
1303,785,709,1181846060,1168316001,0,102368461,南昌街 Nam Cheong Street,secondary,True,63.583,3,,,,,,"LINESTRING (114.161452 22.327012, 114.161398 22.326951, 114.161268 22.326803, 114.161164 22.326686, 114.161135 22.326653, 114.161055 22.326574)"
1304,785,1056,1181846060,1641766327,0,103295893,醫局街 Yee Kuk Street,secondary,True,99.21,2,,,,,,"LINESTRING (114.161452 22.327012, 114.161522 22.326959, 114.162106 22.326518, 114.162199 22.326448)"
1305,786,1218,1181846062,2389070853,0,100507086,柳樹街 Willow Street,residential,True,89.159,1,,,,,,"LINESTRING (114.16251 22.325038, 114.162772 22.325045, 114.162993 22.325051, 114.163038 22.325046, 114.163081 22.325032, 114.163119 22.325009, 114.163283 22.324874, 114.163304 22.324857)"
1306,787,856,1181846078,1191992716,0,1203105131,南昌街 Nam Cheong Street,secondary,True,63.592000000000006,3,,,,,,"LINESTRING (114.164207 22.330084, 114.163896 22.329737, 114.163866 22.329704, 114.163818 22.32964)"
1307,788,264,1181846081,420027761,0,103239109,鴨寮街 Apliu Street,residential,True,99.424,2,,,,,,"LINESTRING (114.163354 22.329138, 114.164098 22.328567)"
1308,788,791,1181846081,1181846145,0,494733968;494733969,南昌街 Nam Cheong Street,secondary,True,58.426,2;3,,,,,,"LINESTRING (114.163354 22.329138, 114.163298 22.329076, 114.163093 22.328848, 114.163057 22.328809, 114.162991 22.328733)"
1309,789,780,1181846102,1181846018,0,484587213,南昌街 Nam Cheong Street,secondary,True,12.98,3,,,,,,"LINESTRING (114.161928 22.327544, 114.161848 22.327454)"
1310,789,1055,1181846102,1641766324,0,494704051;103411695,荔枝角道 Lai Chi Kok Road,primary,True,198.027,4;3,,,,,,"LINESTRING (114.161928 22.327544, 114.162009 22.327482, 114.162345 22.327224, 114.162418 22.327169, 114.16249 22.327114, 114.162586 22.32704, 114.162616 22.327018, 114.162671 22.326975, 114.163219 22.326555, 114.163248 22.326532, 114.16341 22.326408)"
1311,790,1066,1181846119,1641766448,0,437031183,元州街 Un Chau Street,secondary,True,22.027,3,,,,,,"LINESTRING (114.165012 22.330977, 114.164851 22.331107)"
1312,790,781,1181846119,1181846037,0,1203105133,南昌街 Nam Cheong Street,secondary,True,63.774,3,,,,,,"LINESTRING (114.165012 22.330977, 114.164938 22.330894, 114.164615 22.330537)"
1313,791,562,1181846145,998046347,0,103239094,汝州街 Yu Chau Street,tertiary,True,20.494,4,,,,,,"LINESTRING (114.162991 22.328733, 114.162841 22.328854)"
