node_id,harmonic_access,reachable_count,reachable_share,lon,lat,osm_id,access_rank,access_pct
1010,0.5858949671665,1636,0.9445727482678984,114.169953,22.3100905,1636768897,318,0.8170802077322562
1011,0.6060033601076696,1636,0.9445727482678984,114.1704199,22.3101776,1636768900,251,0.8557414887478362
1012,0.6159403345154005,1636,0.9445727482678984,114.1706807,22.3102195,1636768902,217,0.8753606462781304
1013,0.5228302149927148,1636,0.9445727482678984,114.1716514,22.3103567,1636768903,602,0.6532025389497981
1014,0.6119449511247127,1636,0.9445727482678984,114.1693789,22.3106548,1636768904,233,0.8661281015579919
1015,0.6091612976420065,1636,0.9445727482678984,114.169277,22.3111705,1636768911,243,0.8603577611079054
1016,0.5834938782636193,1636,0.9445727482678984,114.1696451,22.3112261,1636768923,328,0.8113098672821697
1017,0.6251207608568096,1636,0.9445727482678984,114.1703709,22.3118131,1636768930,197,0.8869013271783035
1018,0.6101054113389118,1636,0.9445727482678984,114.170835,22.3118402,1636768934,238,0.8632429313329486
1019,0.769651564284372,1636,0.9445727482678984,114.1690958,22.3120931,1636768937,8,0.9959607616849394
1020,0.4453193185724156,1636,0.9445727482678984,114.1680362,22.3130195,1636768941,1106,0.36237738026543564
1021,0.48113021835096387,1636,0.9445727482678984,114.1673432,22.3133341,1636768942,862,0.5031736872475476
1022,0.5783746183528686,1636,0.9445727482678984,114.1670462,22.3170133,1636768949,348,0.7997691863819966
1023,0.2942064901184777,1636,0.9445727482678984,114.1614284,22.307121,1640472705,1589,0.08366993652625505
1024,0.45168954894017244,1636,0.9445727482678984,114.1613115,22.3072321,1640472711,1064,0.3866128101557992
1025,0.47699924688777634,1636,0.9445727482678984,114.1617332,22.3074714,1640472713,891,0.4864396999422966
1026,0.37597315608816634,1636,0.9445727482678984,114.1608066,22.3092355,1640472718,1412,0.18580496249278708
1027,0.3500322138936219,1636,0.9445727482678984,114.1581879,22.3172787,1640472735,1494,0.13848817080207732
1028,0.4787828228886566,1636,0.9445727482678984,114.1616675,22.3181344,1640472756,876,0.49509521061742645
1029,0.0,0,0.0,114.1615798,22.3191301,1640472796,1665,0.020196191575302943
1030,0.4648990900572706,1636,0.9445727482678984,114.1599574,22.319473,1640472834,982,0.4339296018465089
1031,0.4735578666175629,1637,0.9451501154734411,114.1629184,22.3194992,1640472837,918,0.4708597807270629
1032,0.0,0,0.0,114.160381,22.3199984,1640472859,1665,0.020196191575302943
1033,0.5530196585605599,1636,0.9445727482678984,114.1619669,22.3200037,1640472860,449,0.7414887478361223
1034,0.529837279755085,1636,0.9445727482678984,114.1635596,22.3202127,1640472865,555,0.6803231390652048
1035,0.4843095572757441,1636,0.9445727482678984,114.1625259,22.3203902,1640472868,841,0.5152914021927294
1036,0.6285149891511556,1636,0.9445727482678984,114.1619523,22.3204718,1640472869,183,0.8949798038084247
1037,0.4804014699743254,1636,0.9445727482678984,114.1598552,22.3206795,1640472873,867,0.5002885170225043
1038,0.0,0,0.0,114.1603705,22.3209096,1640472874,1665,0.020196191575302943
1039,0.48609337114639434,1636,0.9445727482678984,114.1627113,22.3213195,1640472879,830,0.5216387766878245
1040,0.4775448203275102,1636,0.9445727482678984,114.1620079,22.3214238,1640472885,886,0.4893248701673399
1041,0.0,0,0.0,114.1599863,22.3214176,1640472887,1665,0.020196191575302943
1042,0.5284044743554127,1636,0.9445727482678984,114.163852,22.321587,1640472888,569,0.6722446624350836
1043,0.5005667080879165,1636,0.9445727482678984,114.1634268,22.3219131,1640472891,738,0.5747259088286208
1044,0.3769417654246978,1639,0.9463048498845266,114.1603595,22.3219477,1640472893,1409,0.18753606462781305
1045,0.014918663743642934,1,0.0005773672055427252,114.1603512,22.3225101,1640472897,1641,0.053375649163300634
1046,0.03339319715592371,3,0.0017321016166281756,114.1606676,22.3225141,1640472898,1635,0.0571263704558569
1047,0.03572453410343703,4,0.0023094688221709007,114.1610069,22.3225183,1640472899,1634,0.05770340450086555
1048,0.5548159354725912,1636,0.9445727482678984,114.1593941,22.3234053,1640472913,443,0.7449509521061742
1049,0.42457722874019316,1636,0.9445727482678984,114.1602375,22.3241447,1640472918,1206,0.3046739757645701
1050,0.4672871201143127,1636,0.9445727482678984,114.1609827,22.3241402,1640472919,962,0.44547028274668204
1051,0.6136730644465398,1636,0.9445727482678984,114.1619702,22.3241874,1640472920,225,0.8707443739180611
1052,0.5296093591281219,1636,0.9445727482678984,114.1579631,22.3244827,1640472922,559,0.6780150028851702
1053,0.5319218124060326,1636,0.9445727482678984,114.1581374,22.3245001,1640472923,541,0.688401615695326
1054,0.49211396757998316,1636,0.9445727482678984,114.1673292,22.3253879,1641766299,788,0.5458742065781881
1055,0.6110682447674374,1636,0.9445727482678984,114.1634104,22.3264083,1641766324,236,0.864396999422966
1056,0.574127944747929,1636,0.9445727482678984,114.1621988,22.3264481,1641766327,369,0.7876514714368148
1057,0.5656375392343213,1636,0.9445727482678984,114.1608954,22.3267034,1641766330,398,0.7709174841315638
1058,0.5285412604175261,1636,0.9445727482678984,114.1625904,22.3268852,1641766332,568,0.6728216964800924
1059,0.6289182542949623,1636,0.9445727482678984,114.1612938,22.3271335,1641766334,179,0.8972879399884593
1060,0.6462751820774865,1636,0.9445727482678984,114.1616944,22.3275776,1641766351,142,0.9186381996537796
1061,0.4901132308960121,1636,0.9445727482678984,114.1621341,22.32807,1641766386,801,0.5383727639930755
1062,0.5748219284264883,1636,0.9445727482678984,114.1570682,22.3296682,1641766422,365,0.7899596076168494
1063,0.33500366980958324,1636,0.9445727482678984,114.1543973,22.3297353,1641766435,1531,0.11713791113675708
1064,0.5000454508686256,1636,0.9445727482678984,114.1595218,22.3300325,1641766439,741,0.5729948066935949
1065,0.5423017275801127,1636,0.9445727482678984,114.1657486,22.3303719,1641766446,499,0.7126370455856895
1066,0.5234206261944296,1636,0.9445727482678984,114.1648506,22.3311074,1641766448,594,0.6578188113098673
1067,0.4360648707204824,1636,0.9445727482678984,114.1687587,22.3315756,1641766472,1149,0.33756491633006347
1068,0.597859142443521,1636,0.9445727482678984,114.1673375,22.3322035,1641766506,281,0.8384304673975764
1069,0.012852673703522348,2,0.0011547344110854503,114.1634919,22.3328673,1641766523,1643,0.052510098095787654
1070,0.4487584931859351,1636,0.9445727482678984,114.1836758,22.3046552,1642181741,1083,0.37564916330063475
1071,0.40979990212775563,1636,0.9445727482678984,114.1832556,22.3049167,1642181820,1280,0.2619734564339296
1072,0.44868450205199867,1636,0.9445727482678984,114.1837127,22.3051168,1642181939,1085,0.3744950952106174
1073,0.4592830690444846,1636,0.9445727482678984,114.1828292,22.3055167,1642182880,1021,0.41142527409117136
1074,0.5225299371926244,1636,0.9445727482678984,114.1842014,22.305781,1642183081,604,0.6520484708597807
1075,0.3611553544388779,1637,0.9451501154734411,114.1831546,22.3059325,1642183297,1461,0.15753029428736295
1076,0.0,0,0.0,114.1854795,22.306088,1642183520,1665,0.020196191575302943
1077,0.5299256394668017,1636,0.9445727482678984,114.1859462,22.3067242,1642184436,553,0.6814772071552222
1078,0.5586496592715674,1636,0.9445727482678984,114.1843496,22.3068019,1642184438,428,0.753606462781304
1079,0.361823817637704,1636,0.9445727482678984,114.1828611,22.306806,1642184439,1459,0.15868436237738026
1080,0.4829311266541823,1636,0.9445727482678984,114.1853471,22.3071007,1642184453,850,0.5100980957876514
1081,0.5638320447538752,1636,0.9445727482678984,114.1858997,22.3073215,1642184499,404,0.7674552798615119
1082,0.49159106566895394,1637,0.9451501154734411,114.1839442,22.3074261,1642184525,792,0.5435660703981535
1083,0.4760896426906235,1636,0.9445727482678984,114.1847758,22.3074597,1642184531,903,0.47951529140219273
1084,0.4839453131937004,1638,0.9457274826789839,114.1835127,22.3076955,1642184594,844,0.5135603000577034
1085,0.628729646095075,1636,0.9445727482678984,114.185061,22.3078495,1642184595,181,0.896133871898442
1086,0.4489322206371335,1640,0.9468822170900693,114.1827514,22.3081723,1642184661,1080,0.3773802654356607
1087,0.3822275832632263,1636,0.9445727482678984,114.1872477,22.3093504,1642184796,1388,0.1996537795729948
1088,0.49593359354136285,1636,0.9445727482678984,114.1876102,22.3098066,1642184800,767,0.5579919215233698
1089,0.46848123290802585,1636,0.9445727482678984,114.1852352,22.3103285,1642184803,949,0.4529717253317946
1090,0.40331033956845247,1636,0.9445727482678984,114.1893643,22.311243,1642184836,1304,0.24812463935372187
1091,0.6194092816764742,1636,0.9445727482678984,114.1877002,22.3122514,1642184880,213,0.877668782458165
1092,0.4191507377064917,1636,0.9445727482678984,114.1555974,22.3323231,1645492675,1240,0.2850548182342758
